Index,A,B,A_SMILES,B_SMILES,vdw_ETDG,density_mean,density_std,FFV(MD calculated),dp1(input SMILES for GCNN)
C2586,H5,I302,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,Cc1cc(C)c(N)cc1N,0.50134966,0.998280134,0.007420835,0.349366373,Cc1cc(C)c(-n2c(=O)c3cc4oc5cc6c(cc5oc4cc3c2=O)C2(C(C)C)c3ccccc3C6(C(C)C)c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc32)cc1N
C2634,H5,I350,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,Cc1cc(-c2cc(C)c(N)c(C(C)C)c2)cc(C(C)C)c1N,0.520421251,0.979241093,0.004993292,0.337496763,Cc1cc(-c2cc(C)c(-n3c(=O)c4cc5oc6cc7c(cc6oc5cc4c3=O)C3(C(C)C)c4ccccc4C7(C(C)C)c4cc5oc6cc7c(=O)oc(=O)c7cc6oc5cc43)c(C(C)C)c2)cc(C(C)C)c1N
C2645,H5,I361,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,Nc1cc(C(F)(F)F)c(N)cc1C(F)(F)F,0.463983334,1.078748905,0.004678082,0.349322033,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)n(-c6cc(C(F)(F)F)c(N)cc6C(F)(F)F)c(=O)c5cc4oc3cc12
C2699,H5,I415,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,Cc1cc(-c2cc(C)c(N)c(C)c2)c(C)cc1-c1cc(C)c(N)c(C)c1,0.522012769,0.954610474,0.006202518,0.352185486,Cc1cc(-c2cc(C)c(-n3c(=O)c4cc5oc6cc7c(cc6oc5cc4c3=O)C3(C(C)C)c4ccccc4C7(C(C)C)c4cc5oc6cc7c(=O)oc(=O)c7cc6oc5cc43)c(C)c2)c(C)cc1-c1cc(C)c(N)c(C)c1
C2732,H5,I448,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,Cc1cc(N)c(C)cc1N,0.50196364,1.003911822,0.010015083,0.344894598,Cc1cc(-n2c(=O)c3cc4oc5cc6c(cc5oc4cc3c2=O)C2(C(C)C)c3ccccc3C6(C(C)C)c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc32)c(C)cc1N
C2768,H5,I484,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,CC(C)c1cc(C2(c3ccc(N)c(C(C)C)c3)c3ccccc3-c3ccccc32)ccc1N,0.522934835,0.986153285,0.005485852,0.329597923,CC(C)c1cc(C2(c3ccc(-n4c(=O)c5cc6oc7cc8c(cc7oc6cc5c4=O)C4(C(C)C)c5ccccc5C8(C(C)C)c5cc6oc7cc8c(=O)oc(=O)c8cc7oc6cc54)c(C(C)C)c3)c3ccccc3-c3ccccc32)ccc1N
C2781,H5,I497,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,Cc1cc(Cc2cc(C)c(N)c(C(C)C)c2)cc(C(C)C)c1N,0.526101598,0.984933822,0.004521605,0.326372165,Cc1cc(Cc2cc(C)c(-n3c(=O)c4cc5oc6cc7c(cc6oc5cc4c3=O)C3(C(C)C)c4ccccc4C7(C(C)C)c4cc5oc6cc7c(=O)oc(=O)c7cc6oc5cc43)c(C(C)C)c2)cc(C(C)C)c1N
C2843,H5,I559,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,Cc1cc(C2(c3cc(C)c(N)c(C)c3)c3ccccc3-c3ccccc32)cc(C)c1N,0.512714653,0.961511758,0.00555076,0.359124483,Cc1cc(C2(c3cc(C)c(-n4c(=O)c5cc6oc7cc8c(cc7oc6cc5c4=O)C4(C(C)C)c5ccccc5C8(C(C)C)c5cc6oc7cc8c(=O)oc(=O)c8cc7oc6cc54)c(C)c3)c3ccccc3-c3ccccc32)cc(C)c1N
C2854,H5,I570,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,Cc1cc(C2(c3cc(C)c(N)c(C(C)C)c3)c3ccccc3-c3ccccc32)cc(C(C)C)c1N,0.526575001,0.947568226,0.004533023,0.351344539,Cc1cc(C2(c3cc(C)c(-n4c(=O)c5cc6oc7cc8c(cc7oc6cc5c4=O)C4(C(C)C)c5ccccc5C8(C(C)C)c5cc6oc7cc8c(=O)oc(=O)c8cc7oc6cc54)c(C(C)C)c3)c3ccccc3-c3ccccc32)cc(C(C)C)c1N
C3414,H6,I559,CCCC12c3ccccc3C(CCC)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,Cc1cc(C2(c3cc(C)c(N)c(C)c3)c3ccccc3-c3ccccc32)cc(C)c1N,0.519163477,0.974487439,0.004931765,0.342306227,CCCC12c3ccccc3C(CCC)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)n(-c6c(C)cc(C7(c8cc(C)c(N)c(C)c8)c8ccccc8-c8ccccc87)cc6C)c(=O)c5cc4oc3cc12
C3452,H7,I26,CCC12c3ccccc3C(CC)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,Cc1cc(-c2cc(C)c(N)c3ccccc23)c2ccccc2c1N,0.503376215,1.002952432,0.004867981,0.343678881,CCC12c3ccccc3C(CC)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)n(-c6c(C)cc(-c7cc(C)c(N)c8ccccc78)c7ccccc67)c(=O)c5cc4oc3cc12
C3776,H7,I350,CCC12c3ccccc3C(CC)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,Cc1cc(-c2cc(C)c(N)c(C(C)C)c2)cc(C(C)C)c1N,0.51800657,0.970453282,0.004552736,0.34648847,CCC12c3ccccc3C(CC)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)n(-c6c(C)cc(-c7cc(C)c(N)c(C(C)C)c7)cc6C(C)C)c(=O)c5cc4oc3cc12
C3996,H7,I570,CCC12c3ccccc3C(CC)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,Cc1cc(C2(c3cc(C)c(N)c(C(C)C)c3)c3ccccc3-c3ccccc32)cc(C(C)C)c1N,0.523701148,0.956639796,0.00566814,0.348708633,CCC12c3ccccc3C(CC)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)n(-c6c(C)cc(C7(c8cc(C)c(N)c(C(C)C)c8)c8ccccc8-c8ccccc87)cc6C(C)C)c(=O)c5cc4oc3cc12
C4570,H9,I2,O=C1OC(=O)c2cc3c(cc21)-c1ccccc1C31c2ccccc2-c2cc3c(cc21)C(=O)OC3=O,Cc1cc(C)c(N)c(C)c1N,0.505119871,0.989087361,0.008838444,0.350510016,Cc1cc(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(c3ccccc3-c3cc5c(cc32)C(=O)OC5=O)c2ccccc2-4)c(C)c1N
C4579,H9,I11,O=C1OC(=O)c2cc3c(cc21)-c1ccccc1C31c2ccccc2-c2cc3c(cc21)C(=O)OC3=O,Cc1cc(N)c2c(c1C)N1Cc3c(N)cc(C)c(C)c3N(C2)C1,0.509725484,0.989003798,0.006418543,0.344643429,Cc1cc(N)c2c(c1C)N1Cc3c(N4C(=O)c5cc6c(cc5C4=O)C4(c5ccccc5-c5cc7c(cc54)C(=O)OC7=O)c4ccccc4-6)cc(C)c(C)c3N(C2)C1
C4586,H9,I18,O=C1OC(=O)c2cc3c(cc21)-c1ccccc1C31c2ccccc2-c2cc3c(cc21)C(=O)OC3=O,Cc1c(C)c(N2C(=O)c3ccc(Oc4c5c(c(Oc6ccc7c(c6)C(=O)N(c6c(C)c(C)c(N)c(C)c6C)C7=O)c6c4C4c7ccccc7C6c6ccccc64)C4c6ccccc6C5c5ccccc54)cc3C2=O)c(C)c(C)c1N,0.513750899,1.031500189,0.003550798,0.311085606,Cc1c(C)c(N2C(=O)c3ccc(Oc4c5c(c(Oc6ccc7c(c6)C(=O)N(c6c(C)c(C)c(N8C(=O)c9cc%10c(cc9C8=O)C8(c9ccccc9-c9cc%11c(cc98)C(=O)OC%11=O)c8ccccc8-%10)c(C)c6C)C7=O)c6c4C4c7ccccc7C6c6ccccc64)C4c6ccccc6C5c5ccccc54)cc3C2=O)c(C)c(C)c1N
C4588,H9,I20,O=C1OC(=O)c2cc3c(cc21)-c1ccccc1C31c2ccccc2-c2cc3c(cc21)C(=O)OC3=O,Cc1c(C)c(N)c(C)c(C)c1N,0.508195532,0.985897128,0.008565948,0.34866293,Cc1c(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(c3ccccc3-c3cc5c(cc32)C(=O)OC5=O)c2ccccc2-4)c(C)c(C)c1N
C4701,H9,I133,O=C1OC(=O)c2cc3c(cc21)-c1ccccc1C31c2ccccc2-c2cc3c(cc21)C(=O)OC3=O,Cc1c(N)c(C)c2c(c1N)C(C)(C)CC2,0.515017104,0.953015972,0.009761846,0.361934617,Cc1c(N)c2c(c(C)c1N1C(=O)c3cc4c(cc3C1=O)C1(c3ccccc3-c3cc5c(cc31)C(=O)OC5=O)c1ccccc1-4)CCC2(C)C
C8014,H15,I20,CC12c3ccccc3C(C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,Cc1c(C)c(N)c(C)c(C)c1N,0.514291327,0.966219715,0.008808768,0.354006055,Cc1c(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(C)c3ccccc3C4(C)c3cc4c(cc32)C(=O)OC4=O)c(C)c(C)c1N
C8553,H15,I559,CC12c3ccccc3C(C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,Cc1cc(C2(c3cc(C)c(N)c(C)c3)c3ccccc3-c3ccccc32)cc(C)c1N,0.527794142,0.98368825,0.006260091,0.325059635,Cc1cc(C2(c3cc(C)c(N4C(=O)c5cc6c(cc5C4=O)C4(C)c5ccccc5C6(C)c5cc6c(cc54)C(=O)OC6=O)c(C)c3)c3ccccc3-c3ccccc32)cc(C)c1N
C8564,H15,I570,CC12c3ccccc3C(C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,Cc1cc(C2(c3cc(C)c(N)c(C(C)C)c3)c3ccccc3-c3ccccc32)cc(C(C)C)c1N,0.536508669,0.96529276,0.006385914,0.326745686,Cc1cc(C2(c3cc(C)c(N4C(=O)c5cc6c(cc5C4=O)C4(C)c5ccccc5C6(C)c5cc6c(cc54)C(=O)OC6=O)c(C(C)C)c3)c3ccccc3-c3ccccc32)cc(C(C)C)c1N
C8567,H16,I2,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,Cc1cc(C)c(N)c(C)c1N,0.527404339,0.892931389,0.004834073,0.387783345,Cc1cc(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(C(C)C)c3ccccc3C4(C(C)C)c3cc4c(cc32)C(=O)OC4=O)c(C)c1N
C8572,H16,I7,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,Cc1cc2c(c(C)c1N)N1Cc3cc(C)c(N)c(C)c3N(C2)C1,0.517314142,0.927178888,0.006469857,0.376464424,Cc1cc2c(c(C)c1N)N1Cc3cc(C)c(N4C(=O)c5cc6c(cc5C4=O)C4(C(C)C)c5ccccc5C6(C(C)C)c5cc6c(cc54)C(=O)OC6=O)c(C)c3N(C2)C1
C8576,H16,I11,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,Cc1cc(N)c2c(c1C)N1Cc3c(N)cc(C)c(C)c3N(C2)C1,0.526312068,0.958200317,0.00513886,0.344393892,Cc1cc(N)c2c(c1C)N1Cc3c(N4C(=O)c5cc6c(cc5C4=O)C4(C(C)C)c5ccccc5C6(C(C)C)c5cc6c(cc54)C(=O)OC6=O)cc(C)c(C)c3N(C2)C1
C8583,H16,I18,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,Cc1c(C)c(N2C(=O)c3ccc(Oc4c5c(c(Oc6ccc7c(c6)C(=O)N(c6c(C)c(C)c(N)c(C)c6C)C7=O)c6c4C4c7ccccc7C6c6ccccc64)C4c6ccccc6C5c5ccccc54)cc3C2=O)c(C)c(C)c1N,0.521564056,0.999679556,0.003717357,0.322183999,Cc1c(C)c(N2C(=O)c3ccc(Oc4c5c(c(Oc6ccc7c(c6)C(=O)N(c6c(C)c(C)c(N8C(=O)c9cc%10c(cc9C8=O)C8(C(C)C)c9ccccc9C%10(C(C)C)c9cc%10c(cc98)C(=O)OC%10=O)c(C)c6C)C7=O)c6c4C4c7ccccc7C6c6ccccc64)C4c6ccccc6C5c5ccccc54)cc3C2=O)c(C)c(C)c1N
C8585,H16,I20,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,Cc1c(C)c(N)c(C)c(C)c1N,0.528451568,0.909187228,0.005154665,0.375400159,Cc1c(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(C(C)C)c3ccccc3C4(C(C)C)c3cc4c(cc32)C(=O)OC4=O)c(C)c(C)c1N
C8692,H16,I127,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,Nc1cc(N)cc(C(=O)O)c1,0.505980695,1.05750113,0.008543651,0.304402296,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)N(c1cc(N)cc(C(=O)O)c1)C3=O
C8784,H16,I219,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,N#C/C(N)=C(\N)C#N,0.508680394,1.00383817,0.007438285,0.336177366,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)N(/C(C#N)=C(/N)C#N)C3=O
C8794,H16,I229,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,CCc1cc(C)c(N)c(CC)c1N,0.530957765,0.941296097,0.005828801,0.350274986,CCc1cc(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(C(C)C)c3ccccc3C4(C(C)C)c3cc4c(cc32)C(=O)OC4=O)c(CC)c1N
C8830,H16,I265,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,CC(C)c1cc(Cc2cc(C(C)C)c(N)c(C(C)C)c2)cc(C(C)C)c1N,0.559368295,0.943208244,0.004319101,0.314118977,CC(C)c1cc(Cc2cc(C(C)C)c(N3C(=O)c4cc5c(cc4C3=O)C3(C(C)C)c4ccccc4C5(C(C)C)c4cc5c(cc43)C(=O)OC5=O)c(C(C)C)c2)cc(C(C)C)c1N
C8915,H16,I350,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,Cc1cc(-c2cc(C)c(N)c(C(C)C)c2)cc(C(C)C)c1N,0.545982924,0.919983958,0.004716154,0.34701581,Cc1cc(-c2cc(C)c(N3C(=O)c4cc5c(cc4C3=O)C3(C(C)C)c4ccccc4C5(C(C)C)c4cc5c(cc43)C(=O)OC5=O)c(C(C)C)c2)cc(C(C)C)c1N
C8926,H16,I361,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,Nc1cc(C(F)(F)F)c(N)cc1C(F)(F)F,0.470390858,0.987272784,0.006040582,0.39627468,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)N(c1cc(C(F)(F)F)c(N)cc1C(F)(F)F)C3=O
C9062,H16,I497,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,Cc1cc(Cc2cc(C)c(N)c(C(C)C)c2)cc(C(C)C)c1N,0.548705537,0.949759894,0.004099601,0.322519934,Cc1cc(Cc2cc(C)c(N3C(=O)c4cc5c(cc4C3=O)C3(C(C)C)c4ccccc4C5(C(C)C)c4cc5c(cc43)C(=O)OC5=O)c(C(C)C)c2)cc(C(C)C)c1N
C9124,H16,I559,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,Cc1cc(C2(c3cc(C)c(N)c(C)c3)c3ccccc3-c3ccccc32)cc(C)c1N,0.536365052,0.942825243,0.005527321,0.342591937,Cc1cc(C2(c3cc(C)c(N4C(=O)c5cc6c(cc5C4=O)C4(C(C)C)c5ccccc5C6(C(C)C)c5cc6c(cc54)C(=O)OC6=O)c(C)c3)c3ccccc3-c3ccccc32)cc(C)c1N
C9135,H16,I570,CC(C)C12c3ccccc3C(C(C)C)(c3cc4c(cc31)C(=O)OC4=O)c1cc3c(cc12)C(=O)OC3=O,Cc1cc(C2(c3cc(C)c(N)c(C(C)C)c3)c3ccccc3-c3ccccc32)cc(C(C)C)c1N,0.545333131,0.946685165,0.004533198,0.328863579,Cc1cc(C2(c3cc(C)c(N4C(=O)c5cc6c(cc5C4=O)C4(C(C)C)c5ccccc5C6(C(C)C)c5cc6c(cc54)C(=O)OC6=O)c(C(C)C)c3)c3ccccc3-c3ccccc32)cc(C(C)C)c1N
C73677,H130,I18,CC(C)(C)c1ccc(-c2cc3c(cc2-c2cc4c(cc2-c2ccc(C(C)(C)C)cc2)C(=O)OC4=O)C(=O)OC3=O)cc1,Cc1c(C)c(N2C(=O)c3ccc(Oc4c5c(c(Oc6ccc7c(c6)C(=O)N(c6c(C)c(C)c(N)c(C)c6C)C7=O)c6c4C4c7ccccc7C6c6ccccc64)C4c6ccccc6C5c5ccccc54)cc3C2=O)c(C)c(C)c1N,0.529581273,1.017211455,0.003608864,0.299695021,Cc1c(C)c(N2C(=O)c3ccc(Oc4c5c(c(Oc6ccc7c(c6)C(=O)N(c6c(C)c(C)c(N8C(=O)c9cc(-c%10ccc(C(C)(C)C)cc%10)c(-c%10cc%11c(cc%10-c%10ccc(C(C)(C)C)cc%10)C(=O)OC%11=O)cc9C8=O)c(C)c6C)C7=O)c6c4C4c7ccccc7C6c6ccccc64)C4c6ccccc6C5c5ccccc54)cc3C2=O)c(C)c(C)c1N
C2,H1,I2,CC1(C)CC2(CC(C)(C)c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc32)c2cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc21,Cc1cc(C)c(N)c(C)c1N,0.503488601,1.009446242,0.007810606,0.339281921,Cc1cc(C)c(-n2c(=O)c3cc4oc5cc6c(cc5oc4cc3c2=O)C2(CC(C)(C)c3cc4oc5cc7c(=O)oc(=O)c7cc5oc4cc32)CC6(C)C)c(C)c1N
C7,H1,I7,CC1(C)CC2(CC(C)(C)c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc32)c2cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc21,Cc1cc2c(c(C)c1N)N1Cc3cc(C)c(N)c(C)c3N(C2)C1,0.508550995,0.978856723,0.006967095,0.352861871,Cc1cc2c(c(C)c1N)N1Cc3cc(C)c(-n4c(=O)c5cc6oc7cc8c(cc7oc6cc5c4=O)C4(CC(C)(C)c5cc6oc7cc9c(=O)oc(=O)c9cc7oc6cc54)CC8(C)C)c(C)c3N(C2)C1
C229,H1,I229,CC1(C)CC2(CC(C)(C)c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc32)c2cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc21,CCc1cc(C)c(N)c(CC)c1N,0.511142743,0.972079669,0.006080782,0.354067091,CCc1cc(C)c(-n2c(=O)c3cc4oc5cc6c(cc5oc4cc3c2=O)C2(CC(C)(C)c3cc4oc5cc7c(=O)oc(=O)c7cc5oc4cc32)CC6(C)C)c(CC)c1N
C448,H1,I448,CC1(C)CC2(CC(C)(C)c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc32)c2cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc21,Cc1cc(N)c(C)cc1N,0.500656637,0.981223743,0.006114255,0.361366967,Cc1cc(-n2c(=O)c3cc4oc5cc6c(cc5oc4cc3c2=O)C2(CC(C)(C)c3cc4oc5cc7c(=O)oc(=O)c7cc5oc4cc32)CC6(C)C)c(C)cc1N
C1719,H4,I6,CC1(C)CC2(CC(C)(C)c3cc4c(cc32)C(=O)OC4=O)c2cc3c(cc21)C(=O)OC3=O,Cc1c(C)c2c(c(Br)c1N)N1Cc3c(C)c(C)c(N)c(Br)c3N(C2)C1,0.457731289,1.114211796,0.005978893,0.336987518,Cc1c(C)c2c(c(Br)c1N)N1Cc3c(C)c(C)c(N4C(=O)c5cc6c(cc5C4=O)C4(CC(C)(C)c5cc7c(cc54)C(=O)OC7=O)CC6(C)C)c(Br)c3N(C2)C1
C1942,H4,I229,CC1(C)CC2(CC(C)(C)c3cc4c(cc32)C(=O)OC4=O)c2cc3c(cc21)C(=O)OC3=O,CCc1cc(C)c(N)c(CC)c1N,0.536369003,0.922442855,0.009326183,0.356799319,CCc1cc(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(CC(C)(C)c3cc5c(cc32)C(=O)OC5=O)CC4(C)C)c(CC)c1N
C2005,H4,I292,CC1(C)CC2(CC(C)(C)c3cc4c(cc32)C(=O)OC4=O)c2cc3c(cc21)C(=O)OC3=O,Cc1cc2c(cc1N)S(=O)(=O)c1cc(N)c(C)cc1-2,0.499901693,1.024079048,0.009065742,0.334479495,Cc1cc2c(cc1N)S(=O)(=O)c1cc(N3C(=O)c4cc5c(cc4C3=O)C3(CC(C)(C)c4cc6c(cc43)C(=O)OC6=O)CC5(C)C)c(C)cc1-2
C2015,H4,I302,CC1(C)CC2(CC(C)(C)c3cc4c(cc32)C(=O)OC4=O)c2cc3c(cc21)C(=O)OC3=O,Cc1cc(C)c(N)cc1N,0.525537084,0.956344874,0.012432941,0.346626895,Cc1cc(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(CC(C)(C)c3cc5c(cc32)C(=O)OC5=O)CC4(C)C)cc1N
C2074,H4,I361,CC1(C)CC2(CC(C)(C)c3cc4c(cc32)C(=O)OC4=O)c2cc3c(cc21)C(=O)OC3=O,Nc1cc(C(F)(F)F)c(N)cc1C(F)(F)F,0.466913725,1.08321886,0.008168914,0.342499321,CC1(C)CC2(CC(C)(C)c3cc4c(cc32)C(=O)N(c2cc(C(F)(F)F)c(N)cc2C(F)(F)F)C4=O)c2cc3c(cc21)C(=O)OC3=O
C2150,H4,I437,CC1(C)CC2(CC(C)(C)c3cc4c(cc32)C(=O)OC4=O)c2cc3c(cc21)C(=O)OC3=O,Nc1c(F)c(F)c(-c2c(F)c(F)c(N)c(F)c2F)c(F)c1F,0.453172602,1.138604626,0.006512547,0.329220253,CC1(C)CC2(CC(C)(C)c3cc4c(cc32)C(=O)N(c2c(F)c(F)c(-c3c(F)c(F)c(N)c(F)c3F)c(F)c2F)C4=O)c2cc3c(cc21)C(=O)OC3=O
C2262,H4,I549,CC1(C)CC2(CC(C)(C)c3cc4c(cc32)C(=O)OC4=O)c2cc3c(cc21)C(=O)OC3=O,Nc1c(F)c(F)c(N)c(F)c1F,0.474184007,1.068265022,0.009125213,0.341479555,CC1(C)CC2(CC(C)(C)c3cc4c(cc32)C(=O)N(c2c(F)c(F)c(N)c(F)c2F)C4=O)c2cc3c(cc21)C(=O)OC3=O
C2285,H5,I1,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,Nc1cc(-c2cc(N)cc3ccccc23)c2ccccc2c1,0.503342412,1.045101807,0.006005179,0.316142717,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)n(-c6cc(-c7cc(N)cc8ccccc78)c7ccccc7c6)c(=O)c5cc4oc3cc12
C2287,H5,I3,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,CC1(C)CC2(CC(C)(C)c3cc(N)c(O)cc32)c2cc(O)c(N)cc21,0.510231477,0.931917683,0.006054556,0.381858143,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)n(-c6cc7c(cc6O)C6(CC(C)(C)c8cc(N)c(O)cc86)CC7(C)C)c(=O)c5cc4oc3cc12
C2548,H5,I264,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)cc1C(F)(F)F,0.472143924,1.090225555,0.006352527,0.330833617,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)n(-c6ccc(-c7ccc(N)c(C(F)(F)F)c7)cc6C(F)(F)F)c(=O)c5cc4oc3cc12
C2576,H5,I292,CC(C)C12c3ccccc3C(C(C)C)(c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc31)c1cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc12,Cc1cc2c(cc1N)S(=O)(=O)c1cc(N)c(C)cc1-2,0.486472417,0.952472975,0.007946199,0.39764262,Cc1cc2c(cc1N)S(=O)(=O)c1cc(-n3c(=O)c4cc5oc6cc7c(cc6oc5cc4c3=O)C3(C(C)C)c4ccccc4C7(C(C)C)c4cc5oc6cc7c(=O)oc(=O)c7cc6oc5cc43)c(C)cc1-2
