Index,A,B,A_SMILES,B_SMILES,vdw_ETDG,density_mean,density_std,FFV(MD calculated),dp1(input SMILES for GCNN)
C9784,,,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(Sc2ccc(N)cc2)cc1,0.486322047,1.23628896,0.008640121,0.218395049,Nc1ccc(Sc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)cc2)cc1
C9780,,,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N)c4)cc3)cc2)c1,0.486723524,1.261634336,0.005622344,0.201712757,Nc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)OC8=O)cc6C5=O)c4)cc3)cc2)c1
C46893,,,O=C1OC(=O)c2cc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc6c(c5)C(=O)OC6=O)cc4)cc3)ccc21,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,0.473231523,1.304637731,0.007506741,0.19738559,Nc1cccc(S(=O)(=O)c2cccc(N3C(=O)c4ccc(Oc5ccc(S(=O)(=O)c6ccc(Oc7ccc8c(c7)C(=O)OC8=O)cc6)cc5)cc4C3=O)c2)c1
C11999,,,O=C1OC(=O)c2cc(Oc3ccc(Oc4ccc5c(c4)C(=O)OC5=O)cc3)ccc21,Nc1ccc(Oc2ccc(N)cc2)cc1,0.491590383,1.251544256,0.005670414,0.200178744,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)OC7=O)cc5)cc4C3=O)cc2)cc1
C9999,,,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,Cc1cc2c(cc1N)S(=O)(=O)c1cc(N)c(C)cc1-2,0.474643526,1.138841446,0.006029928,0.297293164,Cc1cc2c(cc1N)S(=O)(=O)c1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)c(C)cc1-2
C12146,,,O=C1OC(=O)c2cc(Oc3ccc(Oc4ccc5c(c4)C(=O)OC5=O)cc3)ccc21,Nc1ccc(C(=O)c2ccc(N)cc2)cc1,0.491616909,1.25015425,0.005675699,0.201023942,Nc1ccc(C(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)OC7=O)cc5)cc4C3=O)cc2)cc1
C1179,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,0.468183215,1.279837721,0.007887908,0.221041899,Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)OC8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1
C10882,,,O=C1OC(=O)c2cc(S(=O)(=O)c3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(Cc2ccc(N)cc2)cc1,0.480815571,1.254466474,0.007885087,0.215882882,Nc1ccc(Cc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)cc2)cc1
C1689,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Nc1ccc(Oc2ccc(C(=O)Nc3ccc(NC(=O)c4ccc(Oc5ccc(N)cc5)nc4)cc3)cn2)cc1,0.46626099,1.311658656,0.00584507,0.204952157,Nc1ccc(Oc2ccc(C(=O)Nc3ccc(NC(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)OC9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)nc4)cc3)cn2)cc1
C9144,,,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(Oc2ccc(N)cc2)cc1,0.48643743,1.235488454,0.006759363,0.218715823,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)cc2)cc1
C9371,,,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,Nc1cccc(C(=O)c2cccc(N)c2)c1,0.487558973,1.251592962,0.005528022,0.206707007,Nc1cccc(C(=O)c2cccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)c2)c1
C9668,,,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,CC(C)(COc1ccc(N)cc1)COc1ccc(N)cc1,0.506280792,1.203397906,0.007061232,0.207965582,CC(C)(COc1ccc(N)cc1)COc1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)OC5=O)cc3C2=O)cc1
C644,,,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,Nc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N)c4)cc3)cc2)c1,0.477723126,1.286335717,0.006698005,0.201133984,Nc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(-n5c(=O)c6cc7c(=O)oc(=O)c7cc6c5=O)c4)cc3)cc2)c1
C9858,,,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,Cc1cc(N)ccc1N,0.488016183,1.171210934,0.007910531,0.256959144,Cc1cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)OC5=O)cc3C2=O)ccc1N
C9213,,,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(Sc2ccc(N)cc2)cc1,0.482208325,1.262200561,0.00761536,0.208763296,Nc1ccc(Sc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)cc2)cc1
C9173,,,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,0.500105109,1.224799057,0.005101629,0.203713255,Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)OC8=O)cc6C5=O)cc4)cc3)cc2)cc1
C17772,,,O=C1OC(=O)c2cc(Oc3ccc(Sc4ccc(Oc5ccc6c(c5)C(=O)OC6=O)cc4)cc3)ccc21,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,0.481527111,1.282643626,0.005128947,0.197084017,Nc1cccc(S(=O)(=O)c2cccc(N3C(=O)c4ccc(Oc5ccc(Sc6ccc(Oc7ccc8c(c7)C(=O)OC8=O)cc6)cc5)cc4C3=O)c2)c1
C133051,,,O=C1OC(=O)C2C1CC1C(=O)OC(=O)C12,Nc1ccc(Oc2ccc(N)cc2)cc1,0.485987129,1.228535499,0.015057921,0.223831828,Nc1ccc(Oc2ccc(N3C(=O)C4CC5C(=O)OC(=O)C5C4C3=O)cc2)cc1
C12039,,,O=C1OC(=O)c2cc(Oc3ccc(Oc4ccc5c(c4)C(=O)OC5=O)cc3)ccc21,Nc1ccc(-c2ccc(N)cc2)cc1,0.495886642,1.231545938,0.007743338,0.206080667,Nc1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)OC7=O)cc5)cc4C3=O)cc2)cc1
C47401,,,O=C1OC(=O)c2cc(Sc3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(Oc2ccc(N)cc2)cc1,0.481740656,1.260047509,0.006613344,0.210879052,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(Sc5ccc6c(c5)C(=O)OC6=O)cc4C3=O)cc2)cc1
C1460,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,CN(CCN(C)c1ccc(N)cc1)c1ccc(N)cc1,0.470975433,1.288266743,0.007663415,0.211235417,CN(CCN(C)c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)OC5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1)c1ccc(N)cc1
C1281,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Nc1ccc(Sc2ccc(Oc3ccc(Sc4ccc(N)cc4)cc3)cc2)cc1,0.461997902,1.321612903,0.005953528,0.206242895,Nc1ccc(Sc2ccc(Oc3ccc(Sc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)OC8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1
C9759,,,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,0.468267395,1.303141952,0.004038542,0.206715447,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)OC8=O)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1
C9761,,,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,0.506049556,1.112421942,0.005159481,0.268177181,Cc1cc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)c(C)c2)ccc1N
C9715,,,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(Oc2ccc(N)cc2)cc1,0.490622371,1.226829854,0.006019903,0.217516777,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)cc2)cc1
C9741,,,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1cccc(N)c1,0.482457134,1.234578097,0.007378942,0.225679686,Nc1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)OC5=O)cc3C2=O)c1
C6903,,,O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,NCCCCCCN,0.510020274,1.2017515,0.008055621,0.203207082,NCCCCCCN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)OC4=O)cc2C1=O
C9184,,,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(-c2ccc(N)cc2)cc1,0.491464219,1.207088025,0.007682336,0.228787255,Nc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)cc2)cc1
C29129,,,O=C1OC(=O)c2cc(Oc3ccc(C(c4ccc(Oc5ccc6c(c5)C(=O)OC6=O)cc4)(C(F)(F)F)C(F)(F)F)cc3)ccc21,Nc1ccc(Oc2ccc(N)cc2)cc1,0.4654269,1.314232796,0.00504806,0.204816915,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C(c6ccc(Oc7ccc8c(c7)C(=O)OC8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)cc2)cc1
C1590,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Cc1cc(N)c(C)cc1N,0.445090789,1.25662741,0.007720619,0.272892729,Cc1cc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)OC5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)cc1N
C9743,,,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1,0.496301023,1.236666854,0.009237495,0.202113268,Nc1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)OC7=O)cc5C4=O)cc3)c2)cc1
C6904,,,O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,0.46525829,1.31284844,0.006183018,0.205942294,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)OC8=O)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1
C811,,,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,COc1cc(N)ccc1-c1ccc(N)cc1OC,0.483316965,1.221200002,0.007825352,0.232705318,COc1cc(N)ccc1-c1ccc(-n2c(=O)c3cc4c(=O)oc(=O)c4cc3c2=O)cc1OC
C9188,,,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,0.466301091,1.305545158,0.005984194,0.208589729,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)OC8=O)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1
C9804,,,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(-c2ccc(-c3ccc(N)cc3)cc2)cc1,0.50543845,1.205522969,0.005117581,0.207887041,Nc1ccc(-c2ccc(-c3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)OC7=O)cc5C4=O)cc3)cc2)cc1
C9287,,,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,Cc1cc(N)ccc1N,0.484199447,1.209376311,0.011747278,0.238746857,Cc1cc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)OC5=O)cc3C2=O)ccc1N
C9233,,,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(-c2ccc(-c3ccc(N)cc3)cc2)cc1,0.50109244,1.192318887,0.006217118,0.223299426,Nc1ccc(-c2ccc(-c3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)OC7=O)cc5C4=O)cc3)cc2)cc1
C1175,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Nc1ccc(Cc2ccc(N)cc2)cc1,0.456720976,1.296379099,0.008056275,0.230291414,Nc1ccc(Cc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)OC6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1
C1101,,,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,NCCCCCCCCCCCCCN,0.550696235,1.087161011,0.007071353,0.221695882,NCCCCCCCCCCCCCn1c(=O)c2cc3c(=O)oc(=O)c3cc2c1=O
C1318,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Nc1ccc(OCCOc2ccc(N)cc2)cc1,0.45370414,1.34451976,0.008025866,0.206981564,Nc1ccc(OCCOc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)OC6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1
C1185,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Cc1cc(Cc2cc(C)c(N)c(C)c2)cc(C)c1N,0.47385185,1.183155636,0.006607288,0.271167367,Cc1cc(Cc2cc(C)c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)OC6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c2)cc(C)c1N
C12032,,,O=C1OC(=O)c2cc(Oc3ccc(Oc4ccc5c(c4)C(=O)OC5=O)cc3)ccc21,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.478217948,1.291005237,0.005252305,0.197403562,Nc1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)OC7=O)cc5)cc4C3=O)cc2)cc1
C32001,,,O=C(Nc1ccc(C(c2ccc(NC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1)c1ccc2c(c1)C(=O)OC2=O,Nc1cccc2c(N)cccc12,0.463939947,1.301234284,0.005502216,0.215197066,Nc1cccc2c(N3C(=O)c4ccc(C(=O)Nc5ccc(C(c6ccc(NC(=O)c7ccc8c(c7)C(=O)OC8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)cccc12
C1237,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Nc1ccc(Sc2ccc(Sc3ccc(Sc4ccc(N)cc4)cc3)cc2)cc1,0.459492023,1.323528793,0.006573282,0.209403801,Nc1ccc(Sc2ccc(Sc3ccc(Sc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)OC8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1
C1684,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Nc1ccc(Sc2ccc(Sc3ccc(Sc4ccc(Sc5ccc(N)cc5)cc4)cc3)cc2)cc1,0.4643087,1.32321697,0.0049204,0.201304503,Nc1ccc(Sc2ccc(Sc3ccc(Sc4ccc(Sc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)OC9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc2)cc1
C1513,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,CC(COc1ccc(N)cc1)Oc1ccc(N)cc1,0.459442309,1.318985462,0.010155741,0.212202956,CC(COc1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)OC5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1)Oc1ccc(N)cc1
C29173,,,O=C1OC(=O)c2cc(Oc3ccc(C(c4ccc(Oc5ccc6c(c5)C(=O)OC6=O)cc4)(C(F)(F)F)C(F)(F)F)cc3)ccc21,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,0.456756127,1.347311047,0.006324888,0.199989652,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C(c8ccc(Oc9ccc%10c(c9)C(=O)OC%10=O)cc8)(C(F)(F)F)C(F)(F)F)cc7)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1
C9170,,,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,Nc1cccc(N)c1,0.477695366,1.242171469,0.009907074,0.228606579,Nc1cccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)OC5=O)cc3C2=O)c1
C9785,,,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,Cc1ccc(N)cc1N,0.488700815,1.177200164,0.007868441,0.252111717,Cc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)OC5=O)cc3C2=O)cc1N
C6887,,,O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(N)cc1,0.47686584,1.265837871,0.008965344,0.215274709,Nc1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)OC5=O)cc3C2=O)cc1
C1181,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Nc1ccc(Oc2ccc(Oc3ccc(N)cc3)cc2)cc1,0.458063527,1.320896126,0.007326813,0.21342936,Nc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)OC7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc2)cc1
C9748,,,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.474350716,1.259950526,0.009361836,0.223044036,Nc1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)cc2)cc1
C724,,,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,Nc1cccc(Oc2cccc(N)c2)c1,0.475723119,1.267789307,0.012532154,0.215948312,Nc1cccc(Oc2cccc(-n3c(=O)c4cc5c(=O)oc(=O)c5cc4c3=O)c2)c1
C10857,,,O=C1OC(=O)c2cc(S(=O)(=O)c3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(Oc2ccc(N)cc2)cc1,0.470009867,1.285147473,0.006480535,0.214758409,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)cc2)cc1
C1606,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Cc1c(N)cccc1C(=O)Nc1ccc(C(c2ccc(NC(=O)c3cccc(N)c3C)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.451732793,1.308784404,0.006898232,0.231412915,Cc1c(N)cccc1C(=O)Nc1ccc(C(c2ccc(NC(=O)c3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)OC7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3C)cc2)(C(F)(F)F)C(F)(F)F)cc1
C32048,,,O=C(Nc1ccc(C(c2ccc(NC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1)c1ccc2c(c1)C(=O)OC2=O,COc1cc(-c2ccc(N)c(OC)c2)ccc1N,0.470001443,1.291601023,0.005897934,0.210829352,COc1cc(-c2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(C(c6ccc(NC(=O)c7ccc8c(c7)C(=O)OC8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)c(OC)c2)ccc1N
C15469,,,O=C1OC(=O)c2ccc3c4c(ccc1c24)C(=O)OC3=O,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,0.457811351,1.351586804,0.006447284,0.195596685,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc7c8c(ccc(c68)C5=O)C(=O)OC7=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1
C648,,,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,Nc1ccc(Sc2ccc(N)cc2)cc1,0.472191774,1.260467604,0.009628302,0.226262836,Nc1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)oc(=O)c5cc4c3=O)cc2)cc1
C722,,,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,Cc1cc(N)ccc1N,0.471371566,1.190356827,0.004964911,0.27056953,Cc1cc(-n2c(=O)c3cc4c(=O)oc(=O)c4cc3c2=O)ccc1N
C9841,,,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc2c(c1)Cc1cc(N)ccc1-2,0.489431811,1.18541513,0.00778341,0.245766164,Nc1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)ccc1-2
C9755,,,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(-c2ccc(N)cc2)cc1,0.495908578,1.204572443,0.006434251,0.223434851,Nc1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)cc2)cc1
C6978,,,O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,NCCCCN,0.496032177,1.242794879,0.008237083,0.198593876,NCCCCN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)OC4=O)cc2C1=O
C6891,,,O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(Oc2ccc(Oc3ccc(N)cc3)cc2)cc1,0.491452188,1.237417681,0.006257424,0.209428885,Nc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)OC7=O)cc5C4=O)cc3)cc2)cc1
C1178,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1,0.457648473,1.32450897,0.007906349,0.21199264,Nc1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)OC7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2)cc1
C9204,,,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(N)cc5)cc4)c3)cc2)cc1,0.500905454,1.22559542,0.004130669,0.201920341,Nc1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)OC9=O)cc7C6=O)cc5)cc4)c3)cc2)cc1
C9730,,,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(C(c2ccc(N)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.450966288,1.297813154,0.009780963,0.239149025,Nc1ccc(C(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1
C1591,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Nc1ccc2c(c1)-c1cc(N)ccc1C2,0.447524616,1.279788755,0.008006487,0.255441937,Nc1ccc2c(c1)-c1cc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)OC6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)ccc1C2
C1276,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Nc1ccc2c(c1)Cc1cc(N)ccc1-2,0.448204144,1.28214995,0.006713477,0.252935603,Nc1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)OC6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)ccc1-2
C1424,,,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Nc1ccc(OCCOCCOc2ccc(N)cc2)cc1,0.461633434,1.341140968,0.007077142,0.195149837,Nc1ccc(OCCOCCOc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)OC6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1
